movie_id,tweets
437086,"RT @toriachans: The ending of the movie explained! #bcm325 Honestly helped me understand so much more of what happened 
https://t.co/GMRMW2…"
448115,"RT @davido_global: Davido released Fall on June 2, 2017. It was one of the top-100-most-Shazam-searched singles in America in January 201…"
448115,"Shazam! (2019) Watch Online
Browse Videos Now: https://t.co/7O7BvqT1sA
#Shazam"
454876,"Tiger and a boy lost in the sea !!! 
Film : Life of Pi (2012) https://t.co/s3a4cRbFJR"
454876,"Wrinkles should merely indicate where smiles have been.

- Angelina Jolie,
Life of Pi (2012)"
454876,"@justacoverband Life of Pi (2012)"
454876,"RT @nabil_bakri: Review film Life of Pi (2012)
https://t.co/m9LN5ePAWx
#lifeofpi #Review #film #fantasy https://t.co/XRaaePkC0n"
454876,"Review film Life of Pi (2012)
https://t.co/m9LN5ePAWx
#lifeofpi #Review #film #fantasy https://t.co/XRaaePkC0n"
454876,"I enjoyed Big Fish (2003), but then it becomes rather superficial - especially after I watched Life of Pi (2012… https://t.co/dwsDLmSYGD"
454876,"RT @alisalem147: Life of pi (2012)
dir. Ang Lee https://t.co/9pn2t2mXab"
454876,"Life of pi (2012)
dir. Ang Lee https://t.co/9pn2t2mXab"
454876,"In a 2014 list, Dwayne Johnson ( @TheRock ) revealed this was one of his favorite #movies - https://t.co/yFd53LBG15 https://t.co/Wt2k29O97V"
454876,"I rewatched LIFE OF PI (2012) last night, and it got me thinking about the brief experiment of good filmmakers tryi… https://t.co/8NX6YEkBU6"
454876,"A man sees in the world what he carries in his heart.

- Raquel Welch,
Life of Pi (2012)"
454876,"RT @TriviaCinefila: Life of Pi (2012)
Director: Ang Lee https://t.co/JAgXSBmA7w"
454876,"RT @wannamovie: Life of Pi (Ang Lee, 2012) https://t.co/O2ozuDgsZb"
478970,"#Marvel: Ant-Man 2015 Review #MCU https://t.co/3n2afSbwT0"
478970,"ant-man (2015) https://t.co/sOBYfGjYop"
478970,"Ant-Man (2015) - Read 1,212 Movie Reviews 
Link: https://t.co/wVho6uVMeA 
#AntMan #MovieReviews"
478970,"RT @LongArmsPerk: When you recommend Ant-Man (2015) to somebody https://t.co/fAETPKZ4Nw"
478970,"When you recommend Ant-Man (2015) to somebody https://t.co/fAETPKZ4Nw"
478970,"I rated Ant-Man (2015) 7/10  #IMDb ⁦@Marvel⁩ #movie #marvel #antman 👍🏼👍🏼🍿 https://t.co/n4rPqanhfT"
478970,"Ant-Man
(2015) https://t.co/eZbpqQCBB1"
478970,"RT @KAMONORITOSHI: good otps should fit perfectly into the plot of ant-man (2015). one of them should be an ex-con with a kid they're tryin…"
478970,"60. Ant-Man (ReWatched)(2015) https://t.co/QhVwxWNPTH"
478970,"33. 🔁 Ant-Man (2015) https://t.co/UojkzwKH2N"
478970,"Viendo Ant-Man (2015) https://t.co/wdziaWSt2q #trakt"
478970,"Captain America: The Winter Soldier (2014)
Guardians of the Galaxy (2014)
Avengers: Age of Ultron (2015)
Ant-Man (2… https://t.co/z0PQT4DDCf"
478970,"“Sorry I'm late, I was saving the world. You know how it is.”

Ant-Man (2015)
Watched 5/05/2021
3.5 stars
https://t.co/SvgCCM93NR"
481141,"No Reservations (2007) https://t.co/7AtxxVI2tv"
481141,"No Reservations (2007) Dir. Scott Hicks https://t.co/CUsc0rfSRv"
481141,"RT @xianfoods: Today's a day of extreme sadness for us here at Xi'an Famous Foods. I've lost a dear friend today, and we mourn with the res…"
481141,"My recommended 📽️✨
No Reservations Netflix (2007) - 
Catherine Zeta-Jones https://t.co/UzFKMxI4Zh"
481141,"@TIFF_NET No Reservations (2007) Scene: Zoe finally eats.🍝😋❤️
https://t.co/HdRYJVQ3S9"
481141,"No Reservations (2007) meets Stigmata (1999)"
499549,"YouTube: Avatar (2009) Eywa Tree Scene and pay close attention to where the tree connects to the human. They show w… https://t.co/Ux3MuUg7Fs"
499549,"My parent took me to see Avatar (2009) when I was 10 years old...

And didn’t expect it to radicalize me 

🤡"
499549,"RT @AubreyJnr_: @Zen_firee Avatar 2009
The revenant
Legends
In the heart of the sea
Inception"
499549,"@Zen_firee Avatar 2009
The revenant
Legends
In the heart of the sea
Inception"
499549,"RT @tszzl: I can and will accurately recount the whole plot of avatar (2009) from memory. consider this a threat"
499549,"RT @man_ditch: woah I just realised that Avatar movie was such a big hit in 2009, but nobody talks about it anymore? surprised I’m the firs…"
499549,"RT @vanillatary: woah I just realised that Avatar movie was such a big hit in 2009, but nobody talks about it anymore? surprised I’m the fi…"
499549,"I can and will accurately recount the whole plot of avatar (2009) from memory. consider this a threat"
499549,"RT @RexKwonDo92: woah I just realised that Avatar movie was such a big hit in 2009, but nobody talks about it anymore? surprised I’m the fi…"
499549,"woah I just realised that Avatar movie was such a big hit in 2009, but nobody talks about it anymore? surprised I’m… https://t.co/OmpaSFdVQY"
770828,"@imperialotter @Mainterrio @Forbes They made one in 2013 and it's called Man of Steel if you've been living under a rock"
770828,"Man of Steel (2013) https://t.co/F9PrxKNs3x"
770828,"RT @FilmstoFilms_: Man of Steel (2013) https://t.co/GaaSF5A0P7"
770828,"RT @PersonnageF: Man                                              Clone
Of                                                   Wars
Steel…"
770828,"Man                                              Clone
Of                                                   Wars
St… https://t.co/nBh6S7Y5Yo"
770828,"RT @Lost789Boy: @King2Wesley S7 of Clone Wars - 2020
Man of Steel - 2013"
770828,"RT @Lost789Boy: @DdpKendrick @VarietyyYB Clone Wars S7 - 2020
Man of Steel - 2013"
770828,"@VarietyyYB Man Of Steel came out in 2013, while this Star Wars scene is from season 7 which aired in 2020. 

So al… https://t.co/O62wwBCcQS"
770828,"@David_the_bub @VarietyyYB @SketchedBat Clone Wars S7 - 2020
Man of Steel - 2013"
770828,"@DdpKendrick @VarietyyYB Clone Wars S7 - 2020
Man of Steel - 2013"
770828,"@King2Wesley S7 of Clone Wars - 2020
Man of Steel - 2013"
770828,"@FuhrerZakk S7 of Clone Wars - 2020
Man of Steel - 2013"
790636,"Room (2015)
Brooklyn (2015)
Dallas Buyers Club (2013)
Her (2013) https://t.co/sckjFAgwVi"
790636,"Dallas Buyers Club (2013) https://t.co/RwK43aX2gQ"
790636,"Dallas Buyers Club- 2013

A tragic film highlighting the aids pandemic and the state of health care finance in Amer… https://t.co/Kz7Wh1KGO9"
790636,"Difficulties are things that show a person what they are.

- Eric Roberts,
Dallas Buyers Club (2013)"
790636,"Simply put, you believer that things or people make you unhappy, but this is not accurate. You make yourself unhap… https://t.co/Li8dbJXOpC"
790636,"@ThisJoaje There have definitely been better years but I wouldn’t call it bad, the world’s end, kick-ass 2, wolf of… https://t.co/0FMWdV1oga"
790636,"A beautiful thing is never perfect.

- Jason Segel,
Dallas Buyers Club (2013)"
790636,"2013 was such a crazy year for movies... Rush, Prisoners, Wolf of Wall Street, Her, 12 Years of A Slave, Short Term… https://t.co/NGYde6BVcK"
790636,"RT @MovieCottage: معرفی 9 فیلم برتر با محوریت ایدز  

How to Survive a Plague 2012
Common Threads: Stories from the Quilt 1989
The Lazarus…"
790636,"@MovieMtRushmore Jared Leto as Rayon in Dallas Buyers Club (2013) https://t.co/LmBXiKlkQG"
790636,"As I said, my dad’s cousin died of AIDS in the 80s. But I didn’t hear about that until after we saw Dallas Buyers C… https://t.co/RMnO1GUcC3"
790636,"Dallas Buyers Club (2013) https://t.co/NpH0ODe45X"
790636,"RT @Montieeee_: I feel like I'm fighting for a life that I don't even have the time to live. I just want it all to mean something.

🎬 Dal…"
810819,"🔹 THE DANISH GIRL
Tom Hooper, 2015
https://t.co/qIqTwFDZwA https://t.co/p5VeDOahkS"
810819,"“I am entirely myself” 
The Danish Girl (2015) https://t.co/nbWiz8YGeY"
810819,"The Danish Girl (2015) https://t.co/5CGjGaRCMo"
810819,"RT @dizi7x24: The Danish Girl
2015 https://t.co/rvfX6ITrf7"
810819,"The Danish Girl
2015 https://t.co/rvfX6ITrf7"
810819,"#NowWatching: The Danish Girl (2015)."
810819,"RT @MovieGifBot: 🔹 THE DANISH GIRL
Tom Hooper, 2015
https://t.co/qIqTwFDZwA https://t.co/MIPJkHZS4v"
810819,"🔹 THE DANISH GIRL
Tom Hooper, 2015
https://t.co/qIqTwFDZwA https://t.co/MIPJkHZS4v"
810819,"@ThatEricAlper Taken(2008). Schindler’s List (1993). Kobu (2016). Braveheart (1995). Kal Hon Naa Ho (2003). Mary Fu… https://t.co/NAnMrZX7Da"
810819,"The Danish Girl (2015)

Eddie Redmayne y Alicia Vikander https://t.co/90XWyqYdoW"
810819,"👌 Congrats to @MovieAddictsNL who found screenshot #135775 The Danish Girl (Tom Hooper - 2015) in 10m9s. https://t.co/Owwrd9Ge5i"
810819,"Hold the fuck. HOLD THE FUCK. I JUST REALIZED THAT IM A FEW STEPS INTO THE PLOT OF The Danish Girl (2015).
&gt;pretend… https://t.co/dLwsntkXys"
810819,"RT @aestheticsofflm: the danish girl (2015)

dir. tom hooper https://t.co/rbajM1lZfp"
810819,"🎋the Danish Girl 2015, directed by Tom Hooper https://t.co/cbtDfrnLq1"
810819,"RT @truthheards: Amber Heard at the Venice Film Festival for “The Danish Girl” back in 2015 https://t.co/sqWLWs0zLT"
1001508,"He's just not that into you

Helping me get through life since it came out in 2009"
1024855,"CCTV shows father-of-two gunned down outside his London home Detectives have released CCTV footage of a https://t.co/KrhD0tumZl"
1024855,"Murder Suspect Who Gunned Down Victim On Ridgefield Road In 2017 Found Guilty After 3 Day Trial https://t.co/TgKYqZDkk3"
1024855,"@fortune_zihura Poetic but sadly false. Precisely what success have you seen since 2017? All I have seen is the c… https://t.co/BbkY8gRsSw"
1024855,"RT @china_takes: Reminder that the *official narrative* pushed since 2017 is that China gunned down 10,000 innocent students before crushin…"
1025100,"RT @TJStorm01: Mind's Eye Spotlight:
  'Gemini Man (2019)' Starring Will Smith 
Before/After VFX Shots
The VFX are made by:
Weta Digital, S…"
1025100,"Gemini Man (2019) Watch Online
Browse Videos Now: https://t.co/LwwfPgZ69p
#GeminiMan"
1025100,"Gemini Man (2019) - Read 135 Movie Reviews 
Link: https://t.co/bhHtyUYfSP 
#GeminiMan #MovieReviews"
1025100,"@GowthamMandava @Controversyy3 verey msg chesthe response ivvale andhuke ala petta...Here are some prime thrillers… https://t.co/btHv9h7OJK"
1142988,"RT @suggestingmovie: Let me suggest you a movie! The Ugly Truth (2009)
https://t.co/eovAgearn3
#theuglytruth #action #comedy #romance  #kat…"
1142988,"@bsgorrie Think the ideas been kicked around Hollywood for a while now but think its stuck in developmemt hell lol https://t.co/ee0xXnp2hk"
1142988,"hear me out: the ugly truth (2009) hannigram au"
1188982,"Jai Ho 2014 Hindi Full Movie with English Subtitle https://t.co/PVYl35eIbt via @YouTube"
1188982,"@discoveryplusIN Bangladesh yudh ke baad Narendra Modi ji is yudh mein bhi shamil hue the....jai ho...Mr time trave… https://t.co/9yjbDmiSPS"
1210819,"I’ve been a fan of western movies since I was a kid, running around the neighbourhood with my Lone Ranger mask &amp; tw… https://t.co/rQCvmnRwy6"
1210819,"RT @MovieGifBot: 🔹 THE LONE RANGER
Gore Verbinski, 2013
https://t.co/ad7O2c3MbS https://t.co/7aF5ToBmRK"
1210819,"🔹 THE LONE RANGER
Gore Verbinski, 2013
https://t.co/ad7O2c3MbS https://t.co/7aF5ToBmRK"
1210819,"RT @JohnnyDeppLoveo: Johnny at the premiere of The Lone Ranger in Japan. (2013)
#JohnnyDepp https://t.co/0yWGN3YlFG"
1210819,"@justfran13 I like the 2013 The Lone Ranger definition of “wrong brother”"
1210819,"James Badge Dale in The Lone Ranger (2013) https://t.co/Cd8hWoB8XV"
1210819,"The Lone Ranger (2013) is fucking awesome."
1210819,"Smh I wish I knew about “ The lone Ranger “ back in 2013 I would have watched it and theaters at least 5x and helped with the box office.😕"
1210819,"RT @Cords95481107: #CinnamonSpringFilmFun @ithrah69
May 1: Favourite Non Race Horse In A Film
The Lone Ranger (2013) 
Hi-yo Silver! https…"
1210819,"#CinnamonSpringFilmFun @ithrah69
May 1: Favourite Non Race Horse In A Film
The Lone Ranger (2013) 
Hi-yo Silver! https://t.co/dXNu8gASwc"
1210819,"@DWLundberg The Specialist 
Rambo 4
The lone ranger 2013
Joker
Fight Club
Armageddon
Zack Snyder Justice League
Tra… https://t.co/ySz0jFUFws"
1210819,"The 2013 Lone Ranger
Donnie Darko https://t.co/F1AJ5M5Oy1"
1282140,"Villa 300 sqm 4 Bedroom with private pool at Cherng'Lay: Project: Charng’Lay Villas and Condominium Project complet… https://t.co/ljSw2oJn98"
1282140,"LRT: I really do miss the simpler times of 2007-2010 internet before memes became so mainstream.

Only for the sole… https://t.co/CyfQCUzWES"
1282140,"Easy A (2010) is an American teen comedy-drama movie directed by Will Gluck. The screenplay was partially inspired… https://t.co/XrVU4uVORc"
1282140,"i had stanned Wonder Girls in like 2010 but then accidentally got into F(x) then spiraled into SHINEE in like 2013… https://t.co/NuTJqqMOS0"
1282140,"It's easy to forget the emergergence of SNP in Scotland, they usurped Labour ground with an added Nationalist twist… https://t.co/2Y9rdycbVw"
1282140,"Best investment opportunity I've seen in a while!📈📈

The next Eco friendly bitcoin 2.0
♻️♻️
You missed BTC prices i… https://t.co/d2tMGsOYJT"
1282140,"RT @LLazator: @DawnCMW @hakb404 @chutsecret @RBlakeBrown @GuyMorin @FrancoisPicard_ @JessieMcNicoll @Simonlevrai007 @TWilsonOttawa @erinoto…"
1282140,"RT @muftimenk: Almighty. Keep us from being distracted as there’s so much going on around us. It’s easy to focus on failure, frustration an…"
1282140,"Are the Internet and social media a liberation technology (Diamond, 2010)? If you read the news coverage of the … https://t.co/mH9s2ro2pH"
1282140,"@Sandra_Cole44 @Bones46869527 @tdsb @TorontoPolice @CanadianPM @JustinTrudeau @fordnationsouI @fordnation @JohnTory… https://t.co/R9KnmVZ4Kt"
1282140,"@salr_nyc @SoccerMomTrades Public Safety Canada research showed typical street price for smuggled firearms in Canad… https://t.co/xpsFg6VMSz"
1282140,"RT @PhuketDailyNews: 3 bedrooms unit 195 sqm at Cherng'Lay Phuket: Project: Charng’Lay Villas and Condominium Project complete: 2010 Unit t…"
1292566,"RT @spaceangel1964: Seeing very poor turnout - single figure % in some areas. Well, if people can't be arsed to spend a few minutes once a…"
1343092,"Titanic, Notting hill, Pretty woman, The Great Gatsby (2013) and My best friends wedding  - films that will forever have my heart😭🥺."
1343092,"@atwentyfilm the great gatsby (2013)"
1343092,"RT @moonbadrep: the great gatsby (2013) https://t.co/hvqPzoPFwK"
1343092,"5/7/2013: My 3.5 star review of Bad Luhrmann's free adaptation shares the front page with Chris Christie's lap-band… https://t.co/NGlWTjVtvF"
1343092,"@MeBeforYou_Mia Amélie
One day
Her 2013
Black swan
The platform
Chocolat 2000
About time
La la land
Paris, je t'aim… https://t.co/EdY7KdBKIf"
1343092,"Every spring, my English 11 classes remind me how much I love The Great Gatsby. Book and movie (2013)."
1343092,"@frivolousloki SAM CAHILL FROM BROTHERS (2009) OR NICK CARRAWAY FROM THE GREAT GATSBY (2013) THEY ARE MY LOVES MWAH"
1343092,"The Great Gatsby (2013)
Magic Tree and I Let Myself Go
Music by Craig Armstrong (ft. Lana Del Rey) https://t.co/Sxu092euGO"
1343092,"@avxxtarot The Great Gatsby (2013), cancer moon"
1343092,"Extend vulgar auteurism to the 2013 Great Gatsby"
1343092,"RT @badpostmulligan: carey mulligan at The Great Gatsby australian premiere at Moore Park on may 22, 2013 https://t.co/GiVFpnvPZ3"
1343092,"“The great gatsby” is my favorite book and movie (2013)"
1343092,"The great gatsby movie came out in 2013?? I thought it was at least 20 years old what???"
1343092,"RT @dilfcarell: 🏆 TOP DE  PELICULAS 🏆
          (TOP MOVIES)

 100. The Great Gatsby (2013) 

81 votos 

 https://t.co/SavkkNI7rh"
1343092,"The Great Gatsby (2013) https://t.co/6bkUfseta6"
1386697,"@zMartiinn James Gunn's Suicide Squad is a Sequel/Soft Reboot of the 2016 Suicide Squad."
1386697,"RT @NormalFan11: Imagine it's 2016 just completed watching BvS waiting for Suicide Squad and vibing it's comic con trailer . Life is good ,…"
1386697,"29. Suicide Squad (2016) directed by David Ayer https://t.co/vYjlYbQYjR"
1386697,"RT @1broodingmisfit: #SuicideSquad 2016 retrospective (Part 2 of 2) #DCEU #HarleyQuinn #Joker #ReleaseTheAyerCut
https://t.co/xmSiuytKwm"
1386697,"See Fury, End of Watch, and Training Day, then tell me with a straight face that Suicide Squad (2016) is a… https://t.co/DbK4Lpjyfr"
1386697,"♢ Suicide Squad (2016) #16"
1386697,"SNEAK PEEK: Suicide Squad - 'The Good, The Bad and The Ugly' https://t.co/5EzvwzcMVR"
1386697,"Harley Quinn in Suicide Squad (2016) https://t.co/mee2s0IOMo"
1392190,"RT @Tico_Romao: #OTD George Miller's Mad Max: Fury Road (2015) had its premiere in Hollywood. A reboot of the Mad Max series that reimagine…"
1392190,"RT @DauntlessGhoul: ✨Mad Max: Fury Road (George Miller, 2015)

#madmaxfuryroad #madmax #tomhardy #CharlizeTheron #movies #film #filmstudent…"
1392190,"RT @gunerih2: Mad Max: Fury Road - Stars: Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Zoë Kravitz...
https://t.co/MWyLD…"
1392190,"RT @APEntertainment: ON THIS DAY - In 2015, Tom Hardy and Charlize Theron were among the stars at the LA premiere of Mad Max: Fury Road,…"
1392190,"Enjoy Mad Max: Fury Road 2015 Full Movie, Click Link!!!  WATCH NOW ► https://t.co/1Lz8Cg3DjD"
1392190,"Mad Max: Fury Road - Stars: Tom Hardy, Charlize Theron, Nicholas Hoult, Hugh Keays-Byrne, Zoë Kravitz...… https://t.co/jQlZNR8pNp"
1392190,"@livemas8 I feel the same way about Mad Max: Fury Road

Don't get me wrong, it's one of my favorite movies of 201… https://t.co/uuw5WPbt6Y"
1392190,"RT @behind_pics: Mad Max: Fury Road (2015) https://t.co/vqE0pqSX1p"
1428538,"Hansel &amp; Gretel: Witch Hunters (2013) - Read 787 Movie Reviews 
Link: https://t.co/imVnXXSE1Q 
#HanselAndGretelWitchHunters #MovieReviews"
1428538,"I'm watching Hansel &amp; Gretel: Witch Hunters on https://t.co/NY4ZdwHsCW and it's amazing! #watch #movies… https://t.co/DWLVUT48kS"
1428538,"hansel and gretel: witch hunters (2013) https://t.co/Zd0xrux4IB"
1428538,"hansel and gretel: witch hunters (2013) https://t.co/BnltAX7dZJ"
1428538,"RT @Horror31: Happy Birthday to Derek Mears, star of Friday The 13th (2009), Cursed (2005), The Hills Have Eyes II (2007), Hellbinders (200…"
1428538,"RT @RStoned171: The Last Witch Hunter (2015) VS
Hansel &amp; Gretel: Witch Hunters (2013)
Which ONE do you choose ? https://t.co/0grXTaCDTE"
1431045,"@PackardShow @JoeKellyMOA , author of perhaps my favourite comics run ever (Deadpool) who I missed when he came to… https://t.co/3uM16QbclN"
1431045,"@mtgilchrist It's a three-way tie between LOGAN, SUICIDE SQUAD (2016) and Deadpool red-band."
1431045,"RT @nickisharleys: @CutAyer That trailer and this one are the only ones that predate both Deadpool &amp; BvS. This was the movie @DavidAyerMovi…"
1431045,"@CutAyer That trailer and this one are the only ones that predate both Deadpool &amp; BvS. This was the movie… https://t.co/QoeDSYt0aI"
1431045,"📷 dailymarvelgifs: DAILYMARVELGIFS 1K CELEBRATION ↳ #14 DEADPOOL (2016) | 51 votes You don’t need to be a superhero… https://t.co/ZZeQLuRCMU"
1431045,"RT @EveryThingBlu91: 🇪🇸-Pre Order Live! DEADPOOL (2016) - Limited 4K Ultra-HD Lenticular Steelbook Edition. Release is June 9, 2021. Order…"
1431045,"RT @bxsttv: deadpool (2016) https://t.co/AnWdBsUIRQ"
1431045,"Watch Deadpool (2016) Videos
Trailers, Clips &amp; Reviews: https://t.co/rnWqOhNVyF
#Deadpool"
1431045,"I'm watching Deadpool (2016) https://t.co/8mth33xax1 #trakt"
1431045,"Imagine trying to tell a comics reader right now that there was a time circa 2016 where there were like 3 Deadpool… https://t.co/b7MWxCxn12"
1431045,"Deadpool (2016) - 🇺🇸
Director: Tim Miller
Guion: Rhett Reese, Paul Wernick https://t.co/Onz5PfEYxz"
1431045,"deadpool (2016), dir. tim miller https://t.co/J7hQQjf8Z1"
1431045,"Deadpool (2016)
⭐️⭐️⭐️⭐️
Deadpool 2 (2018)
⭐️⭐️⭐️⭐️⭐️ https://t.co/PO8PRVhcaQ"
1431045,"@carreiro_jason7 @ronmarz @JeremyDewayneH1 Very popular characters amongst fans, I would’ve loved to see you go up… https://t.co/vsNLq6Z4mP"
1661199,"That’s why I love 2015’s Branagh Cinderella: her strength isn’t about beating the sh*t of people and being rude, bu… https://t.co/l4DpaTG3dV"
1661199,"@hahnsfilm wat someone already said mamma mia ill go with cinderella 2015"
1661199,"Cinderella (2015) - Read 910 Movie Reviews 
Link: https://t.co/kqCCN5uUgY 
#Cinderella #MovieReviews"
1661199,"@primarchvictus_ My physical preorders usually arrive on the day of release but I have heard of people getting luck… https://t.co/QX1Ee82xlO"
1661199,"pls just watch the 2015 cinderella live action https://t.co/Gc7AXIcuMa"
1661199,"RT @TroubledDandy: Prince Charming's Costumes in Cinderella (2015). https://t.co/jncJtDxJli"
1661199,"RT @DailyFairytaIe: Cinderella’s (2015) silk organza wedding gown was a work of art https://t.co/eHwkvHHDVN"
1661199,"RT @traipsingturnip: Cinderella (2015) is the best of the recent Disney live action adaptations and I will die on this hill"
1661199,"There was literally a 2015 Cinderella movie that was great we dont need another one"
1661199,"RT @maddengaga: @PopCrave @DEADLINE Cinderella (2015) is and will always be superior  https://t.co/i3AhwnW99C"
1661199,"Another Cinderella Story - Official Trailer (HQ)
Cinderella (2015)
Watch: https://t.co/y41N4VU6p3
#Cinderella"
1661199,"RT @TheJosieMarie: 📢 DISNEY+, BRING BACK CINDERELLA (2015). WE ARE NO LONGER ASKING, WE ARE DEMANDING"
1661199,"ok why is the 2015 cinderella not on disney plus"
1661199,"We will be watching Cinderella (2015) instead... https://t.co/HX76Oj9Dme"
1661199,"@versacesbish for me it was the costumes in the 2015 cinderella movie. i’ll never forget how i felt in that theater https://t.co/t43qrCDFD0"
1663662,"Pacific Rim (2013) - Read 1,167 Movie Reviews 
Link: https://t.co/q01oSKijvx 
#PacificRim #MovieReviews"
1663662,"it also had a bunch of pacific rim rp accounts that have been dead since 2013-2014 so im assuming thats the connect… https://t.co/12gBli1NRx"
1663662,"Pacific Rim (2013) - Trailers, clips, reviews and more
Watch Now: https://t.co/KxyfMgBUfk
#PacificRim"
1663662,"RT @HWGWpodcast: #NewEpisode 
HWGW Ep.54 #PacificRim (2013)
Dir.
#GuillermoDelToro
Starring
#CharlieHunnam
#EdrisElba
#RinkoKikuchi
#Charli…"
1663662,"#NewEpisode 
HWGW Ep.54 #PacificRim (2013)
Dir.
#GuillermoDelToro
Starring
#CharlieHunnam
#EdrisElba
#RinkoKikuchi… https://t.co/UwurhqV26q"
1663662,"Giant Robots + Giant Monsters. A remastered (aka new pics) review of Pacific Rim (2013) on #BasementRejects

THE RA… https://t.co/7CvKHgnzrO"
1663662,"Review: Pacific Rim (2013) https://t.co/Z19V8YjcVW @basementrejects #basementrejects"
1663662,"@ScottMendelson @nath_n123 @Forbes If the legs were better (i was saying even back in 2013 that Pacific Rim and MoS… https://t.co/TCyJuq9z3y"
1663662,"@AfraidofFolks @privaterjune Pacific Rim is a 2013 monster action film directed by Guillermo del Toro"
1663662,"Pacific Rim - Blu-Ray DVD No Digital - 2013 - Used - Cleaned &amp; Tested
https://t.co/oG6YH8zstR"
1663662,"Check out Pacific Rim - Blu-Ray DVD No Digital - 2013 - Used - Cleaned &amp; Tested  https://t.co/oCrt8nC6wq via @eBay"
1663662,"Movie of the Day: PACIFIC RIM

dir. Guillermo del Toro (2013)
cast: Charlie Hunnam, Rinko Kikuchi, Idris Elba
DOP:… https://t.co/yv1UgFdFse"
1663662,"Pacific Rim Official Wondercon Trailer (2013) - Guillermo del Toro Movie HD
Toro (2015)
Watch: https://t.co/zwOXVVkwda
#Toro"
1677720,"I remember back before I read Ready Player One in 2018, I was on a budget with VR, and I sent a desperate e-mail to… https://t.co/wB1B4QLWHr"
1677720,"Ready Player One (2018)"
1677720,"My seeking words to explain why READY PLAYER ONE (2018) didn’t work brought me to listen to a review of it on a pod… https://t.co/LI53LiJRsd"
1677720,"@misterpatches @MattDentler Then there's always shit like:

The Post principle photography started May 17, released… https://t.co/BM8WcJXhoU"
1677720,"RT @renfamous: Ready Player One (2018) https://t.co/i3xFCMGVb4"
1677720,"@lux3terna omg yes i hate it so much i even wrote a blog post about it (it's a bit cringe because it's old and i wa… https://t.co/OXmX1MIyEi"
1677720,"RT @renfamous: Ready Player One (2018)"
1677720,"Ready Player One (2018) - Read 1,541 Movie Reviews 
Link: https://t.co/Rq4lwiGpCl 
#ReadyPlayerOne #MovieReviews"
1677720,"@DODUMCHlT i did this one https://t.co/JJKr6Qmu90"
1741243,"Pawn Shop Chronicles, 2013 https://t.co/20N1OBrY8e"
1790885,"To ensure good health: eat lightly, breathe deeply, live moderately, cultivate cheerfulness, and maintain an inter… https://t.co/Hgace4H9ze"
1790885,"RT @ggreenwald: And afterward, Leon Panetta leaked classified information to the filmmakers of Zero Dark Thirty, in order to help them cr…"
1790885,"I watched Zero Dark Thirty, 2012 - ★★★½ on https://t.co/8Wv2DAyPWd: https://t.co/owoGsbd5vZ"
1790885,"Zero Dark Thirty (2012) https://t.co/Mt4GVF1H1U"
1790885,"To give hope to someone occurs when you teach them how to use the tools to do it for themselves.

- Eddie Murphy,
Zero Dark Thirty (2012)"
1798709,"RT @SilverAgeTV: #HappyBirthday to #RobinStrasser, best known for her role as Dorian Lord between 1979 and 2013 on the ABC soap #OneLifeToL…"
1798709,"@daijahwest_ I mean I honestly don’t feel as if she had to or needs to , if it bothers me I’ll say sumn . I wouldn’… https://t.co/Gvr9G9vLmp"
1798709,"RT @ESPNFC: For the 10th straight season, the Europa League will be won by a Spanish or English team🤷‍♂️

🇪🇸 2012, Atletico 
🏴󠁧󠁢󠁥󠁮󠁧󠁿 2013,…"
1798709,"RT @privatefigure_: My friend's relocating to Europe and is selling her car.
Nissan Note(new model)
YoM 2013
Very clean. No dents, no scrat…"
1798709,"She is ranked 16th her best combined lift is 85kg under the world record. She did not even medal in the Commonwealt… https://t.co/KlXK8zDSPx"
1798709,"@CaroRackete Merkel's myopic Germany€First for which in 2013, she also vetoed EU refugees distribution. 
Pay off Bi… https://t.co/WOzvSwpYu4"
1798709,"@Chris1Hughes @kim_henninger @KSB117 @SarahKSilverman She is ranked 16th her best combined lift is 85kg under the w… https://t.co/fo3W2pqMkG"
1798709,"@natesmith_2013 if you decided to date her consistently would you suggest that she stop posting these photos ?"
1798709,"#BillGates secret revealed:
#MelindaGates warned her husband after Bill Gates met #JeffreyEpstein in 2013. https://t.co/1e5bputQNY"
1798709,"From wonder into wonder existence opens.

- 50 Cent,
Her (2013)"
1798709,"she was 3(ish) in 2013, so is now about 11 or so. No exact day due to getting her from shelter and they didnt know… https://t.co/QzLHP9R6iC"
1800241,"5 to 7, 2014
47 Ronin, 2013
A United Kingdom, 2016
Allied, 2016
American Hustle, 2013
Beasts of No Nation, 2015
Bla… https://t.co/ZSFDsztlML"
1800241,"RT @TheSpaceshipper: #Andor 
Michael Wilkinson is costume designer. He worked on Babel (2006), 300 (2006), Watchmen (2009), Terminator Salv…"
1800241,"RT @conormurrayTM: Amy Adams ✨

The Fighter (2010)
American Hustle (2013)
Sharp Objects (2018)
Hillbilly Elegy (2020) https://t.co/HU8Ch5D8…"
1800241,"1- American Hustle (David O. Russell, 2013)
2- Silver Linings Playbook (David O. Russell, 2012)
3- Serena (Susanne Bier, 2014)"
1800241,"@insufficentfund I looked it up and thought, wait isn't Bradley Cooper in this? And then my research showed I was t… https://t.co/0SXqTosK56"
